year,nump,flr,story,ceil,wall,fuel,house_bill_exist,house_bill_upgrade,house_elec_exist,house_elec_upgrade,house_gas_exist,house_gas_upgrade,house_ems_exist,house_ems_upgrade,heat_bill_exist,heat_bill_upgrade,heat_elec_exist,heat_elec_exist,heat_gas_exist,heat_gas_upgrade,heat_ems_exist,heat_ems_upgrade,cool_bill_exist,cool_bill_upgrade,cool_elec_exist,cool_elec_exist,cool_ems_exist,cool_ems_upgrade,water_bill_exist,water_bill_upgrade,water_gas_exist,water_gas_upgrade,water_ems_exist,water_ems_upgrade,la_bill_exist,la_bill_upgrade,la_elec_exist,la_elec_exist,la_gas_exist,la_gas_upgrade,la_ems_exist,la_ems_upgrade,sa_bill_exist,sa_bill_upgrade,sa_elec_exist,sa_elec_exist,sa_ems_exist,sa_ems_upgrade,light_bill_exist,light_bill_upgrade,light_elec_exist,light_elec_exist,light_ems_exist,light_ems_upgrade,added_cost,estimated_roi,thermostat_sav,thermostat_ret,thermostat_ems,lighting_sav,lighting_ret,lighting_ems,clotheswasher_sav,clotheswasher_ret,clotheswasher_ems,ceiling_sav,ceiling_ret,ceiling_ems,heat_sav,heat_ret,heat_ems,waterheater_sav,waterheater_ret,waterheater_ems,clothesdryer_sav,clothesdryer_ret,clothesdryer_ems,wall_sav,wall_ret,wall_ems,ductseal_sav,ductseal_ret,ductseal_ems,infiltration_sav,infiltration_ret,infiltration_ems
1920,1,2000,2,ecwf11,3,ele,"3,271","1,771","8,124","4,908","1,180",576,"17,831","29,177","1,840",802,745,381,"1,136",488,"13,643","5,895",144,128,779,692,388,345,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,308",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,2000,3,ecwf11,3,ele,"3,308","1,788","8,241","4,935","1,190",585,"18,006","29,290","1,860",814,772,379,"1,146",497,"13,773","5,993",161,133,869,721,433,359,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,169",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,2400,1,ecwf11,3,ele,"3,855","2,201","8,212","4,720","1,559",886,"22,302","212,707","2,446","1,293",953,525,"1,515",798,"18,174","9,590",122,67,659,360,328,179,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,283",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,2400,2,ecwf11,3,ele,"3,595","2,018","8,241","4,813","1,382",753,"20,249","211,197","2,164","1,083",862,468,"1,338",665,"16,061","8,005",144,94,779,510,388,254,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,831",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,2400,3,ecwf11,3,ele,"3,631","1,942","8,388","5,017","1,388",677,"20,392","210,406","2,178",967,889,460,"1,344",589,"16,145","7,109",166,134,899,722,448,359,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,855",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,2800,1,ecwf11,3,ele,"4,234","2,400","8,359","4,771","1,794","1,014","25,121","214,217","2,825","1,498","1,100",606,"1,750",926,"20,993","11,115",122,61,659,330,328,164,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,966",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,2800,2,ecwf11,3,ele,"3,922","2,185","8,388","4,866","1,582",858,"22,659","212,449","2,485","1,250",979,521,"1,538",770,"18,456","9,258",150,94,809,510,403,254,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,375",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,2800,3,ecwf11,3,ele,"3,942","2,090","8,505","5,068","1,581",769,"22,705","211,511","2,489","1,116","1,006",513,"1,537",681,"18,458","8,215",166,133,899,721,448,359,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,516",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,3200,1,ecwf11,3,ele,"4,605","2,605","8,475","4,853","2,027","1,140","27,901","215,731","3,196","1,703","1,217",688,"1,983","1,052","23,774","12,629",122,61,658,330,328,164,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,638",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,3200,2,ecwf11,3,ele,"4,238","2,352","8,505","4,917","1,779",962,"25,018","213,692","2,802","1,422","1,097",603,"1,735",874,"20,816","10,515",149,89,808,480,402,239,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,902",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,3200,3,ecwf11,3,ele,"4,258","2,238","8,652","5,121","1,774",862,"25,033","212,616","2,799","1,264","1,123",565,"1,730",774,"20,771","9,320",172,133,929,721,463,359,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"9,168",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,3600,1,ecwf11,3,ele,"4,983","2,773","8,651","4,873","2,258","1,250","30,687","217,029","3,569","1,877","1,363",739,"2,214","1,162","26,545","13,943",127,55,688,299,343,149,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"10,212",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,3600,2,ecwf11,3,ele,"4,553","2,515","8,622","4,970","1,975","1,066","27,367","214,923","3,117","1,585","1,214",655,"1,931",978,"23,164","11,747",149,89,808,480,402,239,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,420",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,1,3600,3,ecwf11,3,ele,"4,556","2,490","8,739","5,058","1,962","1,038","27,273","214,649","3,097","1,544","1,211",653,"1,918",950,"23,011","11,427",172,105,928,570,462,284,297,169,909,,798,453,484,340,"2,262","1,129",44,88,"1,640","1,590",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,552",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,800,1,ecwf11,3,ele,"2,516","1,630","8,969","5,924",572,357,"11,148","27,119",864,445,394,228,528,269,"6,365","3,255",122,95,661,512,329,255,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,359",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,800,2,ecwf11,3,ele,"2,477","1,555","9,057","6,071",535,289,"10,759","26,398",808,336,390,192,491,201,"5,931","2,443",139,129,753,696,375,347,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,845",19%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,800,3,ecwf11,3,ele,"2,521","1,597","9,116","6,071",557,317,"11,046","26,723",841,384,390,222,513,229,"6,188","2,782",150,123,812,666,404,332,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,592",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,1200,1,ecwf11,3,ele,"2,915","1,832","9,116","5,974",820,486,"14,118","28,655","1,263",653,542,309,776,398,"9,336","4,806",122,89,660,481,329,239,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,134",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,1200,2,ecwf11,3,ele,"2,824","1,711","9,204","6,181",749,379,"13,333","27,507","1,150",487,509,273,705,291,"8,490","3,537",144,134,781,725,389,361,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,683",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,1200,3,ecwf11,3,ele,"2,876","1,731","9,320","6,209",769,389,"13,624","27,637","1,185",501,535,271,725,301,"8,737","3,652",161,140,871,755,434,376,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,689",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,1600,1,ecwf11,3,ele,"3,307","2,032","9,262","5,997","1,064",617,"17,042","210,192","1,650",859,659,364,"1,020",529,"12,245","6,359",127,83,689,450,343,224,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"5,869",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,1600,2,ecwf11,3,ele,"3,166","1,859","9,350","6,233",959,472,"15,859","28,613","1,486",635,626,326,915,384,"11,002","4,644",150,134,810,723,403,360,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,511",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,1600,3,ecwf11,3,ele,"3,212","1,877","9,467","6,261",975,481,"16,104","28,733","1,515",648,653,325,931,393,"11,202","4,749",167,139,900,753,448,375,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,447",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,2000,1,ecwf11,3,ele,"3,694","2,236","9,409","6,048","1,304",746,"19,919","211,722","2,037","1,068",806,445,"1,260",658,"15,122","7,903",127,78,689,420,343,209,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,581",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,2000,2,ecwf11,3,ele,"3,495","2,092","9,467","6,168","1,164",635,"18,312","210,493","1,815",896,744,414,"1,120",547,"13,455","6,600",150,106,809,571,403,284,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,264",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,2000,3,ecwf11,3,ele,"3,534","2,027","9,585","6,313","1,175",574,"18,499","29,845","1,837",798,771,377,"1,131",486,"13,597","5,862",167,139,900,752,448,374,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,163",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,2400,1,ecwf11,3,ele,"4,079","2,435","9,556","6,099","1,543",873,"22,784","213,240","2,422","1,273",953,525,"1,499",785,"17,987","9,437",127,72,689,390,343,194,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,277",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,2400,2,ecwf11,3,ele,"3,821","2,253","9,585","6,191","1,367",740,"20,743","211,729","2,141","1,063",862,467,"1,323",652,"15,886","7,851",150,100,809,540,403,269,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"6,826",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,2400,3,ecwf11,3,ele,"3,856","2,174","9,731","6,366","1,372",666,"20,874","210,948","2,154",945,888,431,"1,328",578,"15,957","6,965",172,139,929,751,463,374,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,850",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,2800,1,ecwf11,3,ele,"4,452","2,636","9,672","6,151","1,778","1,000","25,588","214,750","2,795","1,479","1,070",607,"1,734",912,"20,791","10,962",127,67,688,360,343,179,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,960",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,2800,2,ecwf11,3,ele,"4,146","2,420","9,731","6,244","1,566",845,"23,140","212,982","2,461","1,230",978,520,"1,522",757,"18,269","9,104",155,100,839,540,418,269,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,369",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,2800,3,ecwf11,3,ele,"4,168","2,332","9,848","6,477","1,566",757,"23,198","212,070","2,466","1,097","1,005",512,"1,522",669,"18,282","8,072",172,145,929,782,463,389,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,511",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,3200,1,ecwf11,3,ele,"4,827","2,834","9,819","6,201","2,010","1,127","28,371","216,250","3,170","1,683","1,217",688,"1,966","1,039","23,575","12,477",127,61,688,330,343,164,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,632",23%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,3200,2,ecwf11,3,ele,"4,463","2,580","9,848","6,267","1,763",949,"25,500","214,210","2,778","1,396","1,096",574,"1,719",861,"20,629","10,347",155,94,838,510,417,254,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"7,897",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,3200,3,ecwf11,3,ele,"4,482","2,478","9,995","6,529","1,758",849,"25,515","213,164","2,775","1,244","1,122",564,"1,714",761,"20,583","9,166",177,144,959,781,478,389,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"9,162",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,3600,1,ecwf11,3,ele,"5,206","3,009","9,995","6,251","2,241","1,237","31,158","217,563","3,543","1,858","1,363",739,"2,197","1,149","26,346","13,790",133,61,718,329,358,164,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"10,206",21%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,3600,2,ecwf11,3,ele,"4,783","2,750","9,995","6,348","1,958","1,052","27,851","215,457","3,092","1,566","1,213",654,"1,914",964,"22,965","11,594",161,94,868,510,432,254,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"8,414",24%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,3,3600,3,ecwf11,3,ele,"4,786","2,624","10,112","6,583","1,946",939,"27,769","214,250","3,073","1,390","1,210",618,"1,902",851,"22,824","10,252",183,144,988,781,492,389,550,423,"2,286",,"1,479","1,138",474,335,"2,208","1,100",44,88,"1,613","1,576",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"9,792",22%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
1920,5,800,1,ecwf11,3,ele,"2,758","1,879","10,388","7,363",558,346,"11,691","27,705",843,428,393,226,514,258,"6,201","3,123",128,100,692,543,345,270,811,686,"3,708",,"2,182","1,846",470,333,"2,185","1,089",44,88,"1,602","1,570",239,239,"1,290","1,290",642,642,267,93,"1,445",507,719,252,"4,354",20%,166,196%,"1,265",94,103%,467,51,57%,97,382,37%,"2,620",159,30%,"1,173",95,105%,254,90,25%,-161,125,19%,864,149,15%,"1,065",100,11%,698
